Ticket   || Tipo            || Data       || Pai      || Incidente       || Descrição                                          ||
ENS-6869 || História        || 2025-06-12 || ENS-6863 ||                 || [Alteração] Improper error handling Deploy         ||
ENS-6868 || História        || 2025-06-12 || ENS-6863 ||                 || [Alteração] Improper error handling Testes II      ||
ENS-6867 || História        || 2025-06-12 || ENS-6863 ||                 || [Alteração] Improper error handling Testes I       ||
ENS-6866 || História        || 2025-06-12 || ENS-6863 ||                 || [Alteração] Improper error handling Desenvolviment ||
ENS-6865 || História        || 2025-06-12 || ENS-6863 ||                 || [Alteração] Improper error handling Desenvolviment ||
ENS-6864 || História        || 2025-06-12 || ENS-6863 ||                 || [Alteração] Improper error handling Análise        ||
ENS-6863 || Epic            || 2025-06-12 || ENS-6863 || 0               || [Alteração] Improper error handling                ||
ENS-6856 || História        || 2025-06-12 || ENS-6850 ||                 || [Alteração]Information leakage in source code Hype ||
ENS-6855 || História        || 2025-06-12 || ENS-6850 ||                 || [Alteração] Information leakage in source code Dep ||
ENS-6854 || História        || 2025-06-12 || ENS-6850 ||                 || [Alteração] Information leakage in source code Tes ||
ENS-6853 || História        || 2025-06-12 || ENS-6850 ||                 || [Alteração] Information leakage in source code Des ||
ENS-6852 || História        || 2025-06-12 || ENS-6850 ||                 || [Alteração Information leakage in source code Dese ||
ENS-6851 || História        || 2025-06-12 || ENS-6850 ||                 || [Alteração] Information leakage in source code Aná ||
ENS-6850 || Epic            || 2025-06-12 || ENS-6850 || 0               || Information leakage in source code                 ||
